couple_id,partner1,partner2,compatibility_score,golden_ratio_proximity,phonetic_distance,vowel_harmony,relationship_type,is_divorced,marriage_duration,relative_success,exceeds_expectations,similarity_theory,complementarity_theory,golden_ratio_theory,resonance_theory
19,Emily,David,-0.38676387851788313,0.8084616984823547,1.0,0.7071067811865475,discordant,True,7.753593429158111,0.9084467989640435,False,-2.718019403517698,0.19131617827463493,0.7639320224995267,0.9855432670336631
20,Lauren,Robert,0.1012919281702998,0.993018650151042,1.0,0.816496580927726,discordant,False,36.52292950034223,3.80209551325653,True,-1.3068746489689516,-0.24274297990409976,0.7639320224995267,0.9467491909288472
21,David,Michael,-0.6467299968017269,0.7432359165483485,1.0,0.948683298050514,discordant,False,30.89390828199863,3.3219256217202826,True,-3.3699230467530263,0.07414886263473403,0.6180339887502366,0.9560216269386955
22,Lauren,Ashley,0.15607638095593654,0.7341989684295128,0.8333333333333334,0.816496580927726,discordant,False,33.99041752224504,3.4969565352103946,True,-0.7918724184244443,-0.35794688794405494,0.6180339887502366,0.908220025734657
23,David,Jessica,-0.31889042444000537,0.7418999035133542,0.8571428571428571,0.948683298050514,discordant,False,34.34360027378508,3.947540261354607,True,-2.410183878198224,0.8752374835247776,0.1458980337492901,0.9169577178491815
24,Elizabeth,Ashley,0.4565370078824681,0.869592475747324,0.8888888888888888,0.8944271909999159,discordant,False,25.88911704312115,2.6634894077285134,True,0.07585114115450242,0.6982214540935892,0.9270509831253549,0.9259698178804392
25,Rachel,Ashley,0.3217267182224233,0.9865445145249366,0.6666666666666666,0.9999999999999998,discordant,True,4.670773442847365,0.48053224720651894,False,-0.6476356720213665,0.24384361837328591,0.7639320224995267,0.8601945784172289
26,Robert,Jennifer,0.31144019852956195,0.9004695443111874,0.875,0.7071067811865475,discordant,True,1.2375085557837098,0.12731569503947632,False,-0.46959184041208846,0.5847002774074871,0.7639320224995267,0.9569903285288253
27,Andrew,Michael,0.2928278200917721,0.7384982407947742,0.8571428571428571,0.948683298050514,discordant,False,29.864476386036962,3.211234020003974,True,-0.2498850986127481,0.785298126673291,0.7639320224995267,0.8987947583152199
28,Matthew,Jennifer,0.5049753304006489,0.9923600630361336,0.875,0.7071067811865475,discordant,False,26.92950034223135,2.770524726567011,True,-0.03435053242074049,0.2726662837573829,0.7639320224995267,0.8943276889304357
29,Sarah,James,0.5900563642057693,0.7155091480497706,0.8,0.7071067811865475,resonant,False,28.700889801505816,3.0861171829576146,True,0.7585668238042185,0.7931976392495153,0.6180339887502366,0.891110043396425
30,Lauren,Matthew,0.23304503027651646,0.8902588853499467,0.7142857142857143,0.816496580927726,discordant,False,28.867898699520875,2.969948425876633,True,-0.869411281868345,-0.5050466406970617,0.7639320224995267,0.9430827329082713
31,John,Joshua,0.316110484137172,0.6878120197381665,0.5,0.894427190999916,discordant,True,18.869267624914443,2.028953508055316,True,-0.1555918874290747,0.3931194787629891,0.6180339887502366,0.9498948380651446
32,Nicole,Elizabeth,-0.10817046911074663,0.7186834853822743,0.7777777777777778,0.8485281374238571,discordant,False,28.692676249144423,2.951921424809097,True,-1.611117376141845,-0.059658144224481124,0.1458980337492901,0.9742579906363914
33,Jessica,Lauren,0.21065779395371054,0.9594111683588555,1.0,0.7745966692414835,discordant,False,33.779603011635864,3.351151092424193,True,-0.8813482751186177,-0.6786070495866385,0.9270509831253549,0.8162919020920174
34,Emily,Lauren,0.37788660142143304,0.8315366394094093,1.0,0.5773502691896257,discordant,False,31.78097193702943,3.6529852801183256,True,-0.02056694236360701,0.029377767297597945,0.6180339887502366,0.9277729585480015
35,Emily,Christopher,0.4671293559366695,0.7768678715149814,0.9090909090909091,0.894427190999916,discordant,True,0.8350444900752909,0.08978973011562268,False,0.21342382776109636,0.2453133877936806,0.6180339887502366,0.9197543600537071
36,Jessica,Ashley,0.4635081156463615,0.8759468399196859,0.8571428571428571,0.948683298050514,discordant,True,5.448323066392882,0.560527064443712,False,-0.009279512547249569,0.7073890691266469,0.9270509831253549,0.9173117593273312
37,John,Andrew,0.5302989088478857,0.8751407740747685,1.0,0.0,resonant,False,27.578370978781656,3.1699276987105356,True,0.315724373362679,0.8814449981591795,0.7639320224995267,0.9169924826069147
38,Michael,Matthew,0.2557836340781774,0.7564070144073545,0.7142857142857143,0.948683298050514,discordant,False,29.949349760438057,3.2203601892944147,True,-0.536351482010011,0.3906374650555597,0.6180339887502366,0.9329346145944102
39,Jennifer,Jessica,0.4197871553819283,0.9305222496759847,0.625,0.894427190999916,discordant,True,5.486652977412731,0.5644704709272356,False,-0.12346769583456507,0.14883620772494832,0.9270509831253549,0.9971797001258604
40,Joshua,Joshua,0.6187435299584043,0.6180339887502366,0.0,1.0000000000000002,resonant,True,0.12867898699520877,0.013238578908972095,False,1.0,0.9166666666666667,0.6180339887502366,1.0
41,Jennifer,Lauren,0.39690326526986985,0.6911379781537348,0.875,0.5773502691896257,discordant,False,31.0362765229295,3.3372340347236022,True,0.15701615394241253,0.1541325831442536,0.6180339887502366,0.8817152604319931
42,Emily,Amanda,0.36869126509561634,0.7259325433952479,0.8333333333333334,0.0,discordant,True,3.353867214236824,0.3450480673083152,False,0.057772471310937434,0.4092883223036379,0.6180339887502366,0.9475350796334967
43,Ashley,Lauren,0.1560763809559365,0.7341989684295127,0.8333333333333334,0.816496580927726,discordant,False,34.76522929500342,3.5766696805559075,True,-0.7918724184244443,-0.35794688794405494,0.6180339887502366,0.9379588854234058
44,James,James,0.6187435299584043,0.6180339887502366,0.0,0.9999999999999998,resonant,False,34.10266940451746,3.9198470579905127,True,1.0,0.9166666666666667,0.6180339887502366,1.0
45,Christopher,Jennifer,0.3959126340511613,0.713740126728548,0.8181818181818182,0.894427190999916,discordant,True,5.927446954141,0.637359887542043,False,0.08800458039932646,0.17525464349756764,0.6180339887502366,0.9048557841808094
46,James,Christopher,0.4993842364185923,0.7268215456473954,0.9090909090909091,0.6324555320336759,resonant,False,19.01163586584531,1.8682818264392012,True,0.42633349711121105,0.4394067962565867,0.7639320224995267,0.9929662977141518
47,Sarah,Jennifer,0.6362702246868693,0.8730447629531177,1.0,0.0,resonant,True,0.3915126625598905,0.038474121713825714,False,0.7226314372809419,0.7627378042940085,0.7639320224995267,0.9940866702044246
48,Ashley,Rachel,0.3217267182224233,0.9865445145249367,0.6666666666666666,0.9999999999999998,discordant,False,17.11978097193703,1.9311653662647523,True,-0.6476356720213665,0.24384361837328591,0.7639320224995267,0.9428284508870456
49,Daniel,Joshua,0.10071071215933963,0.8013491549049677,1.0,0.20000000000000007,discordant,False,25.0403832991102,2.4607294908716786,True,-0.9868916813254025,-0.09256024962240522,0.6180339887502366,0.9732696293799086
50,Joshua,Robert,0.349884481563627,0.6923929465662441,0.8333333333333334,0.6324555320336759,discordant,True,2.195756331279945,0.23272457141281874,False,0.0002102540874414638,0.5533783341161301,0.6180339887502366,0.9664675506859404
