home_score,away_score,point_differential,total_points,close_game,week,season_progress,playoff,division_game,overtime,spread_line,underdog_game,favorite_won,home_wins,away_wins,record_differential,combined_wins,rivalry_games,rivalry_intensity,has_qb_data,indoor_game,has_weather,home_qb_length,home_qb_syllables,home_qb_vowel_ratio,home_qb_consonant_ratio,home_qb_prestige_score,away_qb_length,away_qb_syllables,away_qb_vowel_ratio,away_qb_consonant_ratio,away_qb_prestige_score,qb_prestige_diff,qb_name_length_diff,home_elite_brand,away_elite_brand,brand_matchup,underdog_intensity,game_closeness,overtime_drama,playoff_game,late_season,season_stakes,rivalry_score,division_rivalry,home_momentum,away_momentum,momentum_differential
18,17,1,35,1,1,0.0588235294117647,0,0,0,3.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
26,6,20,32,0,2,0.1176470588235294,0,1,0,2.5,0,0,0,1,-1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.1785714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0
14,25,-11,39,0,2,0.1176470588235294,0,0,0,1.0,0,1,0,1,-1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
24,10,14,34,0,2,0.1176470588235294,0,0,0,5.5,0,0,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3928571428571428,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
20,28,-8,48,0,2,0.1176470588235294,0,0,0,7.0,1,1,1,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10,26,-16,36,0,2,0.1176470588235294,0,0,0,3.0,0,1,1,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
24,7,17,31,0,2,0.1176470588235294,0,0,0,1.0,0,0,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.4333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
14,30,-16,44,0,2,0.1176470588235294,0,0,0,-3.0,0,0,0,1,-1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
41,10,31,51,0,2,0.1176470588235294,0,0,0,5.0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,17,7,41,1,2,0.1176470588235294,0,1,0,13.0,1,0,1,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.9285714285714286,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
29,10,19,39,0,2,0.1176470588235294,0,1,0,1.0,0,0,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0714285714285714,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
7,30,-23,37,0,2,0.1176470588235294,0,0,0,-3.5,0,0,1,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.25,0.2333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26,24,2,50,1,2,0.1176470588235294,0,0,0,-4.5,0,1,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3214285714285714,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,24,7,55,1,2,0.1176470588235294,0,0,0,7.0,1,0,0,1,-1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
30,21,9,51,0,2,0.1176470588235294,0,0,0,-4.5,0,1,0,1,-1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3214285714285714,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
17,19,-2,36,1,2,0.1176470588235294,0,0,0,4.0,0,1,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,30,-3,57,1,2,0.1176470588235294,0,0,0,3.0,0,1,0,1,-1,1,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
56,14,42,70,0,3,0.1764705882352941,0,1,0,6.5,0,0,1,0,1,1,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5
21,23,-2,44,1,3,0.1764705882352941,0,1,0,-2.0,0,0,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1428571428571428,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0
31,34,-3,65,1,3,0.1764705882352941,0,0,0,-1.5,0,0,1,1,0,2,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.1071428571428571,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
26,20,6,46,1,3,0.1764705882352941,0,0,1,4.0,0,0,1,2,-1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5
19,7,12,26,0,3,0.1764705882352941,0,1,0,1.5,0,0,1,1,0,2,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.1071428571428571,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0
30,17,13,47,0,3,0.1764705882352941,0,0,0,1.0,0,0,0,2,-2,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
17,44,-27,61,0,3,0.1764705882352941,0,1,0,-6.0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4285714285714285,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,34,-19,49,0,3,0.1764705882352941,0,0,0,6.0,0,1,1,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.4285714285714285,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
20,9,11,29,0,3,0.1764705882352941,0,0,0,10.0,1,0,0,1,-1,1,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7142857142857143,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5
16,9,7,25,1,3,0.1764705882352941,0,0,0,14.0,1,0,1,0,1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
19,37,-18,56,0,3,0.1764705882352941,0,0,0,3.0,0,1,2,1,1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5
10,22,-12,32,0,3,0.1764705882352941,0,0,0,2.5,0,1,2,1,1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.1785714285714285,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5
23,14,9,37,0,3,0.1764705882352941,0,1,0,-3.0,0,1,2,1,1,3,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5
33,7,26,40,0,3,0.1764705882352941,0,0,0,6.5,0,0,2,1,1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4642857142857143,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5
37,34,3,71,1,3,0.1764705882352941,0,1,0,4.0,0,0,2,1,1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5
19,27,-8,46,0,3,0.1764705882352941,0,0,0,1.5,0,1,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1071428571428571,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
14,45,-31,59,0,4,0.2352941176470588,0,1,0,3.0,0,1,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
41,28,13,69,0,4,0.2352941176470588,0,0,0,-5.5,0,1,1,2,-1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3928571428571428,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333
23,17,6,40,1,4,0.2352941176470588,0,0,0,3.0,0,0,2,2,0,4,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2142857142857142,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
38,10,28,48,0,4,0.2352941176470588,0,0,0,3.5,0,0,2,2,0,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
17,24,-7,41,1,4,0.2352941176470588,0,0,0,2.0,0,1,1,2,-1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1428571428571428,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333
17,38,-21,55,0,4,0.2352941176470588,0,1,0,-2.0,0,0,2,1,1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.1428571428571428,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
33,14,19,47,0,4,0.2352941176470588,0,0,0,13.0,1,0,2,0,2,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.9285714285714286,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
14,38,-24,52,0,4,0.2352941176470588,0,0,0,-4.0,0,0,0,1,-1,1,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333
38,17,21,55,0,4,0.2352941176470588,0,0,0,-3.0,0,1,2,1,1,3,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.2142857142857142,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
26,21,5,47,1,4,0.2352941176470588,0,0,0,3.5,0,0,1,3,-2,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.25,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,-0.6666666666666667
24,27,-3,51,1,4,0.2352941176470588,0,0,0,7.5,1,1,2,0,2,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5357142857142857,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
41,17,24,58,0,4,0.2352941176470588,0,1,0,7.5,1,0,1,1,0,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5357142857142857,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0
41,14,27,55,0,4,0.2352941176470588,0,0,0,-3.0,0,1,1,2,-1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.2142857142857142,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333
42,10,32,52,0,5,0.2941176470588235,0,1,0,8.5,1,0,2,2,0,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0
41,20,21,61,0,5,0.2941176470588235,0,0,0,8.0,1,0,2,3,-1,5,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5714285714285714,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,-0.3333333333333333
30,20,10,50,0,5,0.2941176470588235,0,0,0,4.0,0,0,2,2,0,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2857142857142857,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
20,13,7,33,1,5,0.2941176470588235,0,0,0,2.5,0,0,2,3,-1,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1785714285714285,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,-0.25
14,17,-3,31,1,5,0.2941176470588235,0,0,0,4.5,0,1,3,2,1,5,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3214285714285714,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25
31,24,7,55,1,5,0.2941176470588235,0,0,0,1.5,0,0,2,2,0,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1071428571428571,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
43,17,26,60,0,5,0.2941176470588235,0,0,0,-2.5,0,1,2,3,-1,5,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.1785714285714285,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,-0.5
28,29,-1,57,1,5,0.2941176470588235,0,0,0,-1.0,0,0,1,1,0,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0714285714285714,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,-0.0833333333333333
20,17,3,37,1,5,0.2941176470588235,0,0,1,5.0,0,0,3,3,0,6,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3571428571428571,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0
22,17,5,39,1,5,0.2941176470588235,0,0,0,4.0,0,0,2,2,0,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.2857142857142857,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
31,0,31,31,0,5,0.2941176470588235,0,0,0,7.0,1,0,3,1,2,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.5
9,17,-8,26,0,5,0.2941176470588235,0,0,0,-6.0,0,0,0,2,-2,2,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.4285714285714285,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5
34,28,6,62,1,5,0.2941176470588235,0,0,0,3.5,0,0,3,1,2,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.4166666666666667
37,31,6,68,1,5,0.2941176470588235,0,1,1,11.0,1,0,1,1,0,2,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.7857142857142857,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.0
17,27,-10,44,0,5,0.2941176470588235,0,0,0,-7.0,1,0,1,2,-1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,-0.4166666666666666
28,33,-5,61,1,6,0.3529411764705882,0,1,0,-2.5,0,0,3,3,0,6,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1785714285714285,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.0
17,48,-31,65,0,6,0.3529411764705882,0,0,0,-3.5,0,0,1,3,-2,4,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,-0.3999999999999999
37,37,0,74,1,6,0.3529411764705882,0,0,1,7.0,1,1,3,3,0,6,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6,0.15
13,27,-14,40,0,6,0.3529411764705882,0,0,0,3.5,0,1,2,2,0,4,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.25,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0
23,30,-7,53,1,6,0.3529411764705882,0,0,0,10.0,1,1,3,4,-1,7,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.7142857142857143,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8,-0.05
