street_number,sale_price,sqft,is_exactly_13,is_exactly_666,is_exactly_8,unlucky_score,city
369,661000.0,1194,False,False,False,0.0,New York
8892,906000.0,2476,False,False,False,0.0,New York
839,1112000.0,3517,False,False,False,0.0,New York
950,1138000.0,3416,False,False,False,0.0,New York
708,1163000.0,3563,False,False,False,0.0,New York
1311,1158000.0,3789,False,False,False,20.0,New York
755,982000.0,2038,False,False,False,0.0,New York
5914,550000.0,1184,False,False,False,10.0,New York
7617,925000.0,1978,False,False,False,0.0,New York
8523,1093000.0,3898,False,False,False,0.0,New York
6943,620000.0,1344,False,False,False,10.0,New York
9328,1058000.0,2783,False,False,False,0.0,New York
5511,1035000.0,2041,False,False,False,0.0,New York
3669,760000.0,2071,False,False,False,0.0,New York
4966,663000.0,4342,False,False,False,10.0,New York
9715,1027000.0,1329,False,False,False,0.0,New York
32057,886000.0,1240,False,False,False,0.0,New York
5808,596000.0,825,False,False,False,0.0,New York
217,626000.0,1712,False,False,False,0.0,New York
5102,612000.0,2209,False,False,False,0.0,New York
8498,898000.0,2761,False,False,False,10.0,New York
5405,582000.0,2827,False,False,False,10.0,New York
2948,1141000.0,2826,False,False,False,10.0,New York
8289,795000.0,2121,False,False,False,0.0,New York
1839,870000.0,3006,False,False,False,0.0,New York
1377,595000.0,3514,False,False,False,20.0,New York
27151,712000.0,3615,False,False,False,0.0,New York
1516,1160000.0,4189,False,False,False,0.0,New York
4679,923000.0,4673,False,False,False,10.0,New York
5374,1026000.0,1008,False,False,False,10.0,New York
7802,980000.0,3618,False,False,False,0.0,New York
3124,1255000.0,2670,False,False,False,10.0,New York
7086,802000.0,1387,False,False,False,0.0,New York
8348,1041000.0,3668,False,False,False,10.0,New York
6327,948000.0,1109,False,False,False,0.0,New York
3096,732000.0,2845,False,False,False,0.0,New York
2643,1034000.0,3682,False,False,False,10.0,New York
8429,644000.0,4562,False,False,False,10.0,New York
1769,701000.0,3885,False,False,False,0.0,New York
9937,684000.0,2022,False,False,False,0.0,New York
2473,565000.0,4336,False,False,False,10.0,New York
7410,984000.0,973,False,False,False,10.0,New York
5192,719000.0,3826,False,False,False,0.0,New York
9480,808000.0,910,False,False,False,10.0,New York
5933,608000.0,4961,False,False,False,0.0,New York
4551,742000.0,4212,False,False,False,10.0,New York
9861,744000.0,2822,False,False,False,0.0,New York
2129,826000.0,1780,False,False,False,0.0,New York
7421,1039000.0,3317,False,False,False,10.0,New York
1895,743000.0,2144,False,False,False,0.0,New York
8315,1081000.0,4042,False,False,False,0.0,New York
5389,717000.0,4108,False,False,False,0.0,New York
1344,974000.0,920,False,False,False,40.0,New York
4103,858000.0,810,False,False,False,10.0,New York
2384,896000.0,4087,False,False,False,10.0,New York
971,656000.0,4925,False,False,False,0.0,New York
6193,981000.0,2046,False,False,False,0.0,New York
7499,1035000.0,3546,False,False,False,10.0,New York
1514,1072000.0,3324,False,False,False,10.0,New York
2038,1207000.0,2994,False,False,False,0.0,New York
1185,1058000.0,4112,False,False,False,0.0,New York
8351,1234000.0,4751,False,False,False,0.0,New York
7147,967000.0,810,False,False,False,10.0,New York
3703,1101000.0,4797,False,False,False,0.0,New York
4207,654000.0,1029,False,False,False,10.0,New York
4292,894000.0,2268,False,False,False,10.0,New York
116,578000.0,1178,False,False,False,0.0,New York
5039,631000.0,1511,False,False,False,0.0,New York
9777,1036000.0,3078,False,False,False,0.0,New York
5731,755000.0,4176,False,False,False,0.0,New York
1028,1052000.0,2399,False,False,False,0.0,New York
734,1220000.0,1347,False,False,False,10.0,New York
7003,980000.0,3750,False,False,False,0.0,New York
2277,559000.0,4042,False,False,False,0.0,New York
7353,1243000.0,1786,False,False,False,0.0,New York
64403,694000.0,2905,False,False,False,20.0,New York
5868,1036000.0,2174,False,False,False,0.0,New York
47681,699000.0,3487,False,False,False,10.0,New York
6677,723000.0,3041,False,False,False,0.0,New York
667,562000.0,4907,False,False,False,0.0,New York
41707,610000.0,1530,False,False,False,10.0,New York
3126,626000.0,4556,False,False,False,0.0,New York
8888,1099000.0,2290,False,False,False,0.0,New York
2869,1072000.0,3193,False,False,False,0.0,New York
3503,1230000.0,3633,False,False,False,0.0,New York
2301,1162000.0,1038,False,False,False,0.0,New York
6696,666000.0,2908,False,False,False,0.0,New York
7776,721000.0,4383,False,False,False,0.0,New York
2631,1192000.0,3745,False,False,False,0.0,New York
5824,686000.0,1175,False,False,False,10.0,New York
4137,565000.0,4215,False,False,False,30.0,New York
2943,773000.0,1832,False,False,False,10.0,New York
2779,801000.0,1455,False,False,False,0.0,New York
28703,704000.0,4559,False,False,False,0.0,New York
3909,831000.0,3128,False,False,False,0.0,New York
6665,892000.0,3650,False,False,False,40.0,New York
2658,614000.0,3591,False,False,False,0.0,New York
979,914000.0,2697,False,False,False,0.0,New York
649,598000.0,1466,False,False,False,10.0,New York
9720,995000.0,4083,False,False,False,0.0,New York
3815,1194000.0,3871,False,False,False,0.0,New York
6526,774000.0,4413,False,False,False,0.0,New York
4008,551000.0,2174,False,False,False,10.0,New York
4184,548000.0,2344,False,False,False,20.0,New York
244,1056000.0,4638,False,False,False,20.0,New York
772,837000.0,961,False,False,False,0.0,New York
8162,633000.0,860,False,False,False,0.0,New York
1289,566000.0,3260,False,False,False,0.0,New York
1798,1208000.0,4777,False,False,False,0.0,New York
9529,896000.0,4690,False,False,False,0.0,New York
8281,968000.0,1954,False,False,False,0.0,New York
63,1149000.0,3319,False,False,False,0.0,New York
6381,999000.0,2788,False,False,False,0.0,New York
4773,674000.0,1976,False,False,False,10.0,New York
4441,568000.0,4865,False,False,False,30.0,New York
9516,762000.0,3478,False,False,False,0.0,New York
3635,972000.0,2942,False,False,False,0.0,New York
2209,705000.0,4791,False,False,False,0.0,New York
3202,1019000.0,3457,False,False,False,0.0,New York
4481,988000.0,3967,False,False,False,20.0,New York
1169,1192000.0,4435,False,False,False,0.0,New York
9955,543000.0,3786,False,False,False,0.0,New York
6042,1166000.0,4129,False,False,False,10.0,New York
9122,751000.0,4891,False,False,False,0.0,New York
917,1098000.0,4325,False,False,False,0.0,New York
9215,625000.0,4801,False,False,False,0.0,New York
3971,555000.0,1704,False,False,False,0.0,New York
4812,625000.0,2119,False,False,False,10.0,New York
2673,973000.0,2235,False,False,False,0.0,New York
5060,629000.0,1935,False,False,False,0.0,New York
4810,1148000.0,3588,False,False,False,10.0,New York
5180,981000.0,4757,False,False,False,0.0,New York
5714,1257000.0,3634,False,False,False,10.0,New York
2113,626000.0,4620,False,False,False,20.0,New York
4840,1069000.0,945,False,False,False,20.0,New York
9483,554000.0,3665,False,False,False,10.0,New York
989,1251000.0,3807,False,False,False,0.0,New York
3145,610000.0,2317,False,False,False,10.0,New York
49151,1234000.0,1884,False,False,False,10.0,New York
8371,856000.0,2163,False,False,False,0.0,New York
3098,979000.0,1658,False,False,False,0.0,New York
812,1201000.0,4285,False,False,False,0.0,New York
4164,634000.0,3968,False,False,False,20.0,New York
1897,885000.0,3514,False,False,False,0.0,New York
5051,1131000.0,2353,False,False,False,0.0,New York
7401,905000.0,1861,False,False,False,10.0,New York
1129,951000.0,2510,False,False,False,0.0,New York
5527,837000.0,2266,False,False,False,0.0,New York
4561,996000.0,4117,False,False,False,10.0,New York
8358,789000.0,4116,False,False,False,0.0,New York
68386,723000.0,1034,False,False,False,0.0,New York
7787,868000.0,1993,False,False,False,0.0,New York
1936,886000.0,2978,False,False,False,0.0,New York
291,1227000.0,2499,False,False,False,0.0,New York
52809,644000.0,1482,False,False,False,0.0,New York
5260,774000.0,2558,False,False,False,0.0,New York
5592,579000.0,1163,False,False,False,0.0,New York
1122,1042000.0,3154,False,False,False,0.0,New York
7108,964000.0,3067,False,False,False,0.0,New York
4379,746000.0,3601,False,False,False,10.0,New York
69843,688000.0,1711,False,False,False,10.0,New York
5024,621000.0,3133,False,False,False,10.0,New York
8386,1143000.0,3007,False,False,False,0.0,New York
3272,1241000.0,1291,False,False,False,0.0,New York
6979,540000.0,4608,False,False,False,0.0,New York
2715,711000.0,3989,False,False,False,0.0,New York
57366,1084000.0,4554,False,False,False,0.0,New York
2912,746000.0,2733,False,False,False,0.0,New York
2659,1002000.0,1122,False,False,False,0.0,New York
1234,650000.0,4813,False,False,False,10.0,New York
2617,1193000.0,3589,False,False,False,0.0,New York
3765,1159000.0,4606,False,False,False,0.0,New York
8853,1205000.0,1117,False,False,False,0.0,New York
4824,655000.0,4945,False,False,False,20.0,New York
3041,560000.0,1689,False,False,False,10.0,New York
5888,587000.0,1786,False,False,False,0.0,New York
5302,975000.0,4079,False,False,False,0.0,New York
4709,634000.0,968,False,False,False,10.0,New York
8330,774000.0,3546,False,False,False,0.0,New York
4979,969000.0,2658,False,False,False,10.0,New York
58228,613000.0,1979,False,False,False,0.0,New York
4200,1111000.0,2774,False,False,False,10.0,New York
1705,556000.0,2070,False,False,False,0.0,New York
3974,768000.0,4264,False,False,False,10.0,New York
6580,774000.0,4924,False,False,False,0.0,New York
18245,902000.0,2657,False,False,False,10.0,New York
1501,545000.0,2055,False,False,False,0.0,New York
9294,869000.0,1944,False,False,False,10.0,New York
9538,938000.0,3556,False,False,False,0.0,New York
6394,763000.0,1872,False,False,False,10.0,New York
4533,638000.0,2241,False,False,False,10.0,New York
7388,726000.0,4605,False,False,False,0.0,New York
3701,894000.0,3468,False,False,False,0.0,New York
4082,750000.0,1279,False,False,False,10.0,New York
7976,1167000.0,2499,False,False,False,0.0,New York
8028,1167000.0,1167,False,False,False,0.0,New York
9583,1234000.0,2605,False,False,False,0.0,New York
115,1092000.0,2942,False,False,False,0.0,New York
71452,1186000.0,4683,False,False,False,10.0,New York
4221,969000.0,4426,False,False,False,10.0,New York
2145,597000.0,3879,False,False,False,10.0,New York
511,624000.0,4093,False,False,False,0.0,New York
8971,1141000.0,1332,False,False,False,0.0,New York
8929,980000.0,3309,False,False,False,0.0,New York
632,907000.0,2353,False,False,False,0.0,New York
7514,1162000.0,1908,False,False,False,10.0,New York
4091,866000.0,1903,False,False,False,10.0,New York
20848,1056000.0,1937,False,False,False,10.0,New York
6136,1169000.0,1584,False,False,False,20.0,New York
5973,746000.0,4800,False,False,False,0.0,New York
2383,892000.0,4926,False,False,False,0.0,New York
2217,579000.0,3854,False,False,False,0.0,New York
89,643000.0,1022,False,False,False,0.0,New York
8672,661000.0,4047,False,False,False,0.0,New York
4482,734000.0,802,False,False,False,20.0,New York
4383,592000.0,4249,False,False,False,10.0,New York
4293,1027000.0,3994,False,False,False,10.0,New York
5416,907000.0,854,False,False,False,10.0,New York
6740,636000.0,1044,False,False,False,10.0,New York
3805,846000.0,1058,False,False,False,0.0,New York
5736,594000.0,3998,False,False,False,0.0,New York
8400,819000.0,3104,False,False,False,10.0,New York
2536,1251000.0,2691,False,False,False,0.0,New York
7463,619000.0,3427,False,False,False,10.0,New York
7905,1038000.0,2146,False,False,False,0.0,New York
3867,1217000.0,2674,False,False,False,0.0,New York
6202,607000.0,1880,False,False,False,0.0,New York
9273,559000.0,1062,False,False,False,0.0,New York
650,1011000.0,1142,False,False,False,0.0,New York
24356,584000.0,1372,False,False,False,10.0,New York
4649,1015000.0,2557,False,False,False,20.0,New York
2936,866000.0,1501,False,False,False,0.0,New York
9464,949000.0,3133,False,False,False,20.0,New York
8837,906000.0,1286,False,False,False,0.0,New York
5897,544000.0,3223,False,False,False,0.0,New York
7019,921000.0,932,False,False,False,0.0,New York
6361,592000.0,2336,False,False,False,0.0,New York
7999,946000.0,3352,False,False,False,0.0,New York
4050,1245000.0,2495,False,False,False,10.0,New York
64,1058000.0,4988,False,False,False,10.0,New York
4892,678000.0,2498,False,False,False,10.0,New York
3773,907000.0,3579,False,False,False,0.0,New York
984,1101000.0,3566,False,False,False,10.0,New York
4027,734000.0,2822,False,False,False,10.0,New York
64609,572000.0,4350,False,False,False,10.0,New York
3896,646000.0,2597,False,False,False,0.0,New York
5687,1143000.0,4959,False,False,False,0.0,New York
8732,1000000.0,3113,False,False,False,0.0,New York
7947,1228000.0,4129,False,False,False,10.0,New York
9091,740000.0,3313,False,False,False,0.0,New York
7487,794000.0,3065,False,False,False,10.0,New York
8805,1041000.0,1234,False,False,False,0.0,New York
34849,954000.0,899,False,False,False,20.0,New York
5048,1212000.0,3089,False,False,False,10.0,New York
73682,1247000.0,3524,False,False,False,0.0,New York
19064,735000.0,1971,False,False,False,10.0,New York
3828,807000.0,2800,False,False,False,0.0,New York
1328,1087000.0,2991,False,False,False,20.0,New York
4268,542000.0,918,False,False,False,10.0,New York
6082,1208000.0,1960,False,False,False,0.0,New York
6239,826000.0,3710,False,False,False,0.0,New York
9781,570000.0,2565,False,False,False,0.0,New York
8726,587000.0,4999,False,False,False,0.0,New York
1659,742000.0,4476,False,False,False,0.0,New York
746,1000000.0,1874,False,False,False,10.0,New York
26251,1203000.0,2657,False,False,False,0.0,New York
1975,1241000.0,1310,False,False,False,0.0,New York
9195,959000.0,4666,False,False,False,0.0,New York
73620,744000.0,3267,False,False,False,0.0,New York
1518,676000.0,1115,False,False,False,0.0,New York
3405,1168000.0,965,False,False,False,10.0,New York
7313,808000.0,4755,False,False,False,20.0,New York
8635,1103000.0,1423,False,False,False,0.0,New York
9012,1051000.0,4441,False,False,False,0.0,New York
990,846000.0,2658,False,False,False,0.0,New York
9778,1045000.0,901,False,False,False,0.0,New York
20007,845000.0,1182,False,False,False,0.0,New York
3445,771000.0,4451,False,False,False,20.0,New York
3006,848000.0,3672,False,False,False,0.0,New York
6713,548000.0,2930,False,False,False,20.0,New York
41129,978000.0,3104,False,False,False,10.0,New York
4989,1038000.0,3956,False,False,False,10.0,New York
8333,1114000.0,4141,False,False,False,0.0,New York
447,703000.0,1659,False,False,False,20.0,New York
6968,1073000.0,4506,False,False,False,0.0,New York
5509,1136000.0,4982,False,False,False,0.0,New York
64986,542000.0,3296,False,False,False,10.0,New York
4170,1035000.0,3958,False,False,False,10.0,New York
2997,1121000.0,853,False,False,False,0.0,New York
9925,771000.0,2285,False,False,False,0.0,New York
7847,958000.0,4355,False,False,False,10.0,New York
9118,1192000.0,1490,False,False,False,0.0,New York
1555,970000.0,1781,False,False,False,0.0,New York
8751,1157000.0,3117,False,False,False,0.0,New York
1468,613000.0,3895,False,False,False,10.0,New York
34059,1086000.0,960,False,False,False,10.0,New York
89826,729000.0,2281,False,False,False,0.0,New York
53138,697000.0,1522,False,False,False,20.0,New York
7800,909000.0,2559,False,False,False,0.0,New York
7645,632000.0,819,False,False,False,10.0,New York
56540,1203000.0,1626,False,False,False,10.0,New York
8075,1185000.0,2415,False,False,False,0.0,New York
8185,560000.0,2464,False,False,False,0.0,New York
1434,1141000.0,842,False,False,False,20.0,New York
2527,1223000.0,2082,False,False,False,0.0,New York
4302,848000.0,2244,False,False,False,10.0,New York
2171,888000.0,3828,False,False,False,0.0,New York
7238,1142000.0,4234,False,False,False,0.0,New York
4503,915000.0,860,False,False,False,10.0,New York
637,1215000.0,3281,False,False,False,0.0,New York
1212,843000.0,1875,False,False,False,0.0,New York
4080,1004000.0,3151,False,False,False,10.0,New York
9644,670000.0,1110,False,False,False,20.0,New York
1499,832000.0,2983,False,False,False,10.0,New York
88948,748000.0,4294,False,False,False,10.0,New York
8411,993000.0,1565,False,False,False,10.0,New York
5022,1090000.0,4232,False,False,False,0.0,New York
8974,1252000.0,4253,False,False,False,10.0,New York
8355,1041000.0,4303,False,False,False,0.0,New York
1587,1163000.0,3667,False,False,False,0.0,New York
4722,1028000.0,4010,False,False,False,10.0,New York
3942,1141000.0,3330,False,False,False,10.0,New York
8442,644000.0,4118,False,False,False,20.0,New York
8239,1259000.0,3818,False,False,False,0.0,New York
986,995000.0,1595,False,False,False,0.0,New York
6694,763000.0,4383,False,False,False,10.0,New York
51315,688000.0,3106,False,False,False,20.0,New York
2314,910000.0,919,False,False,False,10.0,New York
5846,1018000.0,1545,False,False,False,10.0,New York
9906,989000.0,4098,False,False,False,0.0,New York
19456,780000.0,896,False,False,False,10.0,New York
78863,701000.0,4525,False,False,False,0.0,New York
4663,1246000.0,3763,False,False,False,10.0,New York
8052,1186000.0,800,False,False,False,0.0,New York
826,988000.0,3479,False,False,False,0.0,New York
5119,1070000.0,2563,False,False,False,0.0,New York
6537,1178000.0,4968,False,False,False,0.0,New York
4984,828000.0,883,False,False,False,20.0,New York
3089,928000.0,3370,False,False,False,0.0,New York
47457,1002000.0,2052,False,False,False,20.0,New York
5253,1130000.0,3985,False,False,False,0.0,New York
665,850000.0,2182,False,False,False,0.0,New York
4508,914000.0,4731,False,False,False,10.0,New York
5286,1205000.0,3201,False,False,False,0.0,New York
9020,1242000.0,4356,False,False,False,0.0,New York
8546,1099000.0,3921,False,False,False,10.0,New York
2998,965000.0,3259,False,False,False,0.0,New York
4705,637000.0,3437,False,False,False,10.0,New York
35982,1241000.0,2411,False,False,False,0.0,New York
7805,838000.0,4188,False,False,False,0.0,New York
4902,924000.0,4487,False,False,False,10.0,New York
8626,942000.0,3379,False,False,False,0.0,New York
1136,1031000.0,2962,False,False,False,20.0,New York
2463,568000.0,3987,False,False,False,10.0,New York
8891,579000.0,4697,False,False,False,0.0,New York
2025,1017000.0,2397,False,False,False,0.0,New York
4233,847000.0,1896,False,False,False,10.0,New York
5812,1179000.0,4008,False,False,False,0.0,New York
8046,991000.0,4047,False,False,False,10.0,New York
7750,730000.0,4323,False,False,False,0.0,New York
8578,1253000.0,4165,False,False,False,0.0,New York
8893,1250000.0,2064,False,False,False,0.0,New York
6346,941000.0,4923,False,False,False,10.0,New York
2620,1247000.0,1685,False,False,False,0.0,New York
6731,1183000.0,2950,False,False,False,0.0,New York
9040,963000.0,2837,False,False,False,10.0,New York
57992,578000.0,1225,False,False,False,0.0,New York
1026,589000.0,4857,False,False,False,0.0,New York
5127,1053000.0,2485,False,False,False,0.0,New York
8391,934000.0,4529,False,False,False,0.0,New York
2247,567000.0,4326,False,False,False,10.0,New York
5465,771000.0,4848,False,False,False,10.0,New York
6274,848000.0,2881,False,False,False,10.0,New York
1239,883000.0,4551,False,False,False,0.0,New York
5641,999000.0,937,False,False,False,10.0,New York
9260,749000.0,2175,False,False,False,0.0,New York
8524,1058000.0,1805,False,False,False,10.0,New York
941,1213000.0,4720,False,False,False,10.0,New York
6854,936000.0,2021,False,False,False,10.0,New York
7616,896000.0,3751,False,False,False,0.0,New York
559,917000.0,4472,False,False,False,0.0,New York
676,643000.0,2325,False,False,False,0.0,New York
65228,746000.0,4695,False,False,False,0.0,New York
5333,597000.0,1401,False,False,False,0.0,New York
3533,768000.0,1681,False,False,False,0.0,New York
9599,881000.0,2703,False,False,False,0.0,New York
2705,680000.0,1312,False,False,False,0.0,New York
35370,1092000.0,4992,False,False,False,0.0,New York
3763,604000.0,1778,False,False,False,0.0,New York
1744,1255000.0,4375,False,False,False,20.0,New York
7325,676000.0,4583,False,False,False,0.0,New York
4107,1244000.0,3450,False,False,False,10.0,New York
1209,554000.0,3942,False,False,False,0.0,New York
9943,564000.0,1599,False,False,False,10.0,New York
1194,763000.0,2361,False,False,False,10.0,New York
9432,1122000.0,1259,False,False,False,10.0,New York
9831,672000.0,2809,False,False,False,0.0,New York
6376,1142000.0,1152,False,False,False,0.0,New York
99118,943000.0,1982,False,False,False,0.0,New York
6417,825000.0,3268,False,False,False,10.0,New York
6084,1119000.0,1673,False,False,False,10.0,New York
6458,781000.0,4273,False,False,False,10.0,New York
82876,996000.0,4486,False,False,False,0.0,New York
630,574000.0,2376,False,False,False,0.0,New York
9935,982000.0,4951,False,False,False,0.0,New York
6702,681000.0,3041,False,False,False,0.0,New York
392,842000.0,4875,False,False,False,0.0,New York
97870,842000.0,1215,False,False,False,0.0,New York
441,865000.0,2199,False,False,False,20.0,New York
2708,1259000.0,2167,False,False,False,0.0,New York
7033,901000.0,2041,False,False,False,0.0,New York
285,843000.0,2979,False,False,False,0.0,New York
7648,1146000.0,2166,False,False,False,10.0,New York
6674,1045000.0,2742,False,False,False,10.0,New York
1987,616000.0,4314,False,False,False,0.0,New York
6496,810000.0,1557,False,False,False,10.0,New York
6380,987000.0,1981,False,False,False,0.0,New York
1648,877000.0,1885,False,False,False,10.0,New York
69794,882000.0,4920,False,False,False,10.0,New York
1624,830000.0,3740,False,False,False,10.0,New York
6097,658000.0,2539,False,False,False,0.0,New York
1905,884000.0,1876,False,False,False,0.0,New York
1971,746000.0,2661,False,False,False,0.0,New York
5464,816000.0,3132,False,False,False,20.0,New York
10934,882000.0,4938,False,False,False,10.0,New York
6664,1115000.0,1173,False,False,False,50.0,New York
1671,553000.0,4874,False,False,False,0.0,New York
13556,1038000.0,1482,False,False,False,20.0,New York
3306,631000.0,1084,False,False,False,0.0,New York
3246,950000.0,4668,False,False,False,10.0,New York
8596,732000.0,1383,False,False,False,0.0,New York
8252,1237000.0,2844,False,False,False,0.0,New York
6685,908000.0,3269,False,False,False,0.0,New York
114,1126000.0,3172,False,False,False,10.0,New York
1990,698000.0,836,False,False,False,0.0,New York
3268,1224000.0,1763,False,False,False,0.0,New York
73206,677000.0,2449,False,False,False,0.0,New York
9862,623000.0,3028,False,False,False,0.0,New York
535,902000.0,1252,False,False,False,0.0,New York
1068,755000.0,4639,False,False,False,0.0,New York
8157,702000.0,4837,False,False,False,0.0,New York
9740,983000.0,1175,False,False,False,10.0,New York
579,998000.0,3835,False,False,False,0.0,New York
1881,1154000.0,1914,False,False,False,0.0,New York
8636,1160000.0,3962,False,False,False,0.0,New York
946,736000.0,1061,False,False,False,10.0,New York
6198,647000.0,1274,False,False,False,0.0,New York
2829,934000.0,1607,False,False,False,0.0,New York
4687,1114000.0,2847,False,False,False,10.0,New York
9277,590000.0,3433,False,False,False,0.0,New York
805,767000.0,4271,False,False,False,0.0,New York
3370,1157000.0,1119,False,False,False,0.0,New York
6352,832000.0,2827,False,False,False,0.0,New York
7465,951000.0,2626,False,False,False,10.0,New York
9140,560000.0,2628,False,False,False,10.0,New York
3855,1068000.0,3442,False,False,False,0.0,New York
7464,1003000.0,2174,False,False,False,20.0,New York
1560,902000.0,4901,False,False,False,0.0,New York
9497,619000.0,3248,False,False,False,10.0,New York
5658,1000000.0,4787,False,False,False,0.0,New York
7241,1257000.0,2751,False,False,False,10.0,New York
8731,1043000.0,4160,False,False,False,0.0,New York
6282,921000.0,3908,False,False,False,0.0,New York
5394,977000.0,2384,False,False,False,10.0,New York
88380,1203000.0,4847,False,False,False,0.0,New York
36699,552000.0,4610,False,False,False,0.0,New York
8169,1076000.0,4711,False,False,False,0.0,New York
5009,670000.0,1521,False,False,False,0.0,New York
7030,1213000.0,1912,False,False,False,0.0,New York
2888,598000.0,2764,False,False,False,0.0,New York
2890,1235000.0,3501,False,False,False,0.0,New York
9589,686000.0,4255,False,False,False,0.0,New York
5705,1025000.0,4585,False,False,False,0.0,New York
1869,974000.0,4657,False,False,False,0.0,New York
2397,647000.0,877,False,False,False,0.0,New York
5292,889000.0,3811,False,False,False,0.0,New York
10394,1252000.0,2015,False,False,False,10.0,New York
18654,1258000.0,3540,False,False,False,10.0,New York
