storyline_id,storyline_type,participants,n_participants,duration_weeks,character_quality_x,plot_quality_x,promo_quality_x,booking_quality,narrative_quality_yu,star_power_x,engagement,year,narrative_quality_yu_enhanced,character_quality_y,star_power_y,character_complexity,character_authenticity,ensemble_size,arc_length,booking_patience,plot_quality_y,archetype_quality,conflict_intensity,narrative_stakes,promo_quality_y,verbal_charisma,emotional_delivery,mic_skills,historical_callback,meta_awareness,kayfabe_breaking
STORY_0011,underdog_rise,"John Cena, The Rock",2,36,0.915,0.8633865286569039,0.6984601556273151,0.1,0.7365386632896891,0.915,2559563,2018,0.7978238757978818,0.915,0.915,0.8578468969913928,0.7804357713458382,0.4,1.0,0.8,0.8633865286569039,0.85,0.8487266712817647,0.9497251815225943,0.6984601556273151,0.7338047191797256,0.6221401546666304,0.7161324374035203,0.6416061462510377,0.6629593251660002,0.3416058095617647
STORY_0012,underdog_rise,"Sasha Banks, Cody Rhodes, Stone Cold Steve Austin, The Undertaker",4,12,0.9125,0.6894185042691171,0.773958387344221,0.0333333333333333,0.6971463035361235,0.9125,3371922,2019,0.7435017550067138,0.9125,0.9125,1.0014999385637005,0.8955638984495866,0.8,0.3333333333333333,0.26666666666666666,0.6894185042691171,0.85,0.592196068377157,0.7583603546960289,0.773958387344221,0.7977127173339633,0.7438430537402017,0.7858355523390921,0.5464310151398809,0.5239056634607968,0.4067647156939346
STORY_0013,authority_figure,"John Cena, Roman Reigns, The Rock, Sasha Banks",4,12,0.895,0.8899578052050804,0.8664045118239885,0.0333333333333333,0.7587703536660678,0.895,3044755,2020,0.7704234330798931,0.895,0.895,0.885143735654575,0.8514089942885417,0.8,0.3333333333333333,0.26666666666666666,0.8899578052050804,0.65,0.7601542986828524,0.9789535857255885,0.8664045118239885,0.8681538062322582,0.9033076286639126,0.8672791590281234,0.41283475349624976,0.8507407528130397,0.3086648299273065
STORY_0014,underdog_rise,"The Rock, John Cena",2,4,0.915,0.7782653685415882,0.8582037635999645,0.0111111111111111,0.7338737615220567,0.915,4886249,2021,0.7645785136954995,0.915,0.915,0.872825989043574,0.8501377024418272,0.4,0.1111111111111111,0.08888888888888889,0.7782653685415882,0.85,0.7325420916189811,0.8560919053957471,0.8582037635999645,0.8040952483960359,0.7826086722634809,0.8311495059980002,0.5851195748367728,0.8925364583620561,0.3637419231576331
STORY_0015,betrayal,"Becky Lynch, Daniel Bryan, Roman Reigns, CM Punk, Hulk Hogan",5,12,0.908,0.976746621381624,0.8097112310262933,0.0333333333333333,0.7743289015506647,0.908,2881053,2022,0.758020614212288,0.908,0.908,0.8453560688630831,0.8715275795863716,1.0,0.3333333333333333,0.26666666666666666,0.976746621381624,0.8,0.8460774250047713,1.0,0.8097112310262933,0.8745882427813838,0.786286974094517,0.8421497369038385,0.49005261637275255,0.5369285058695532,0.5681832075964467
STORY_0016,legacy_fulfillment,"Daniel Bryan, CM Punk",2,12,0.925,0.8136977110835554,0.7730711690983598,0.0333333333333333,0.7330386615905609,0.925,3171828,2023,0.7636160313155327,0.925,0.925,0.986902878561557,0.8282841598502376,0.4,0.3333333333333333,0.26666666666666666,0.8136977110835554,0.86,0.7439524985162964,0.895067482191911,0.7730711690983598,0.7680250286944127,0.7527902333668756,0.7705480988963862,0.759573215342731,0.46498439220421356,0.1982944415593549
STORY_0017,redemption_arc,"The Undertaker, Kenny Omega, Roman Reigns",3,8,0.8933333333333332,0.9276442440432556,0.8961829290965567,0.0222222222222222,0.7718143134967919,0.8933333333333332,3372004,2016,0.7531590843002975,0.8933333333333332,0.8933333333333332,0.8234186279037375,0.7786266351374479,0.6,0.2222222222222222,0.17777777777777778,0.9276442440432556,0.9,0.8635689091989265,1.0,0.8961829290965567,0.8398972751955861,0.8932466686244501,0.8680401021460714,0.5464433983894852,0.5424541640223823,0.1034905963279146
STORY_0018,championship_chase,"Bret Hart, Hulk Hogan",2,16,0.86,0.919466381050378,0.7544617742210304,0.0444444444444444,0.7314256167734673,0.86,2497279,2017,0.7235065970962854,0.86,0.86,0.8238429013007262,0.7558323023057721,0.4,0.4444444444444444,0.35555555555555557,0.919466381050378,0.82,0.8980938334278219,1.0,0.7544617742210304,0.7062229108425485,0.738861825793761,0.7303423425317894,0.3497844615857512,0.6248102245724552,0.1317109860307227
STORY_0019,underdog_rise,"Bret Hart, CM Punk",2,12,0.87,1.0,0.906006871539135,0.0333333333333333,0.7842013743078271,0.87,4174905,2018,0.7880301385978712,0.87,0.87,0.9447123953631141,0.8293228960841517,0.4,0.3333333333333333,0.26666666666666666,1.0,0.85,0.8610585669614144,1.0,0.906006871539135,0.9117855589402747,0.856599715999098,0.9088962152397049,0.31607571657890593,0.8746567880549747,0.2605225411860871
STORY_0020,underdog_rise,"Cody Rhodes, Bret Hart",2,12,0.855,0.8549440621182802,0.803847885910927,0.0333333333333333,0.7215055927117555,0.855,2895543,2019,0.7348515108250716,0.855,0.855,0.9206706896728244,0.7718399915831858,0.4,0.3333333333333333,0.26666666666666666,0.8549440621182802,0.85,0.7883447376687133,0.9404384683301084,0.803847885910927,0.7283200945235762,0.8374337462881085,0.7660839902172516,0.6356043633981809,0.4600731814764173,0.5098059003516904
STORY_0021,championship_chase,"Daniel Bryan, The Undertaker, John Cena",3,24,0.9066666666666668,0.7773955677647615,1.0,0.0666666666666666,0.7670155586078571,0.9066666666666668,3428253,2020,0.8224484472020809,0.9066666666666668,0.9066666666666668,0.9846164940448633,0.7860942203879392,0.6,0.6666666666666666,0.5333333333333333,0.7773955677647615,0.82,0.6698104519030755,0.8551351245412377,1.0,1.0606149145215578,1.0152142017664862,1.0303074572607789,0.377837720383591,0.8300578857259524,0.35619587542768893
STORY_0022,david_vs_goliath,"Becky Lynch, Bret Hart, Shawn Michaels",3,4,0.8733333333333334,0.8961439130657151,0.9919640250121776,0.0111111111111111,0.7734287832688643,0.8733333333333334,3232336,2021,0.7716349360638053,0.8733333333333334,0.8733333333333334,0.8238056995055624,0.857060263787703,0.6,0.1111111111111111,0.08888888888888889,0.8961439130657151,0.88,0.7655550541272527,0.9857583043722866,0.9919640250121776,1.063358855937967,0.9038780546093251,1.0276614404750724,0.6455726382520943,0.4977685610345886,0.24552165504140447
STORY_0023,betrayal,"Sasha Banks, Seth Rollins, CM Punk",3,4,0.8766666666666666,0.9211903086779392,0.9465753863776232,0.0111111111111111,0.7719459877783429,0.8766666666666666,3152684,2022,0.7632714197567633,0.8766666666666666,0.8766666666666666,0.9375177269370492,0.853019812559983,0.6,0.1111111111111111,0.08888888888888889,0.9211903086779392,0.8,0.8338964258356966,1.0,0.9465753863776232,0.9527688086380139,0.928643332186226,0.9496720975078186,0.3051369176938877,0.7222623176665448,0.2159808903142101
STORY_0024,championship_chase,"Becky Lynch, The Rock",2,24,0.945,0.9055579039289056,1.0,0.0666666666666666,0.8143894759822266,0.945,4007506,2023,0.8325720592787369,0.945,0.945,0.9198451635677285,0.8479324897846165,0.4,0.6666666666666666,0.5333333333333333,0.9055579039289056,0.82,0.8405093941543307,0.9961136943217962,1.0,0.918356374277057,0.9858989508633449,0.9591781871385285,0.3819068558569229,0.7375778732247772,0.19172172145744867
STORY_0025,legacy_fulfillment,"CM Punk, Roman Reigns",2,12,0.9,0.7245184543705594,0.8754608958659852,0.0333333333333333,0.721221792765837,0.9,3624885,2016,0.7532691720805208,0.9,0.9,0.9303113559279119,0.7967719630137541,0.4,0.3333333333333333,0.26666666666666666,0.7245184543705594,0.86,0.626202813527915,0.7969702998076154,0.8754608958659852,0.9152087846891566,0.7971073490920982,0.8953348402775709,0.3535839121944726,0.7667649693569092,0.37372196826711834
STORY_0026,championship_chase,"Becky Lynch, Shawn Michaels",2,8,0.9,1.0,0.7984172281473134,0.0222222222222222,0.7730167789627961,0.9,3119158,2017,0.7322536921010141,0.9,0.9,0.8277152880101223,0.8587315900926529,0.4,0.2222222222222222,0.17777777777777778,1.0,0.82,0.8607194763436958,1.0,0.7984172281473134,0.7309174893919788,0.7572975272808424,0.7646673587696461,0.47819850171435624,0.47507866439729984,0.530937713351158
STORY_0027,underdog_rise,"The Undertaker, John Cena, CM Punk, Cody Rhodes",4,8,0.9,0.7966429162931985,0.8191035002177041,0.0222222222222222,0.7263147624501737,0.9,3194103,2018,0.7576754329272054,0.9,0.9,0.9644378219429453,0.8458710113171553,0.8,0.2222222222222222,0.17777777777777778,0.7966429162931985,0.85,0.7336364410910071,0.8763072079225184,0.8191035002177041,0.7754972712395831,0.850434569240106,0.7973003857286436,0.38006207283749094,0.8879964208929187,0.5980872855981579
STORY_0028,betrayal,"Becky Lynch, Hulk Hogan",2,16,0.905,0.8644550211048461,0.8649172306538092,0.0444444444444444,0.7577638680736402,0.905,2385317,2019,0.7982950619510311,0.905,0.905,0.9912912525534293,0.8317227076583752,0.4,0.4444444444444444,0.35555555555555557,0.8644550211048461,0.8,0.7684867081069985,0.9509005232153307,0.8649172306538092,0.8862486078581476,0.8911387851017593,0.8755829192559784,0.7404590124497678,0.5727944664475296,0.592347910151365
STORY_0029,legacy_fulfillment,"Daniel Bryan, CM Punk, Becky Lynch",3,4,0.92,0.6917821961922567,0.7856372025151098,0.0111111111111111,0.6997396562177529,0.92,2034463,2020,0.7491997017283029,0.92,0.92,0.9656091983271335,0.802801878041586,0.6,0.1111111111111111,0.08888888888888889,0.6917821961922567,0.86,0.6399441662261104,0.7609604158114824,0.7856372025151098,0.7120771233108486,0.7005204912709442,0.7488571629129792,0.6679232640426502,0.8693369289722006,0.16648323016333152
STORY_0030,betrayal,"Seth Rollins, John Cena, Roman Reigns",3,24,0.8566666666666666,0.6610903986084773,0.9174476145235548,0.0666666666666666,0.701428789223497,0.8566666666666666,2582877,2021,0.7535044604093555,0.8566666666666666,0.8566666666666666,0.9058496201678297,0.7596967020638545,0.6,0.6666666666666666,0.5333333333333333,0.6610903986084773,0.8,0.588190568411295,0.7271994384693251,0.9174476145235548,0.9832637785130631,0.9180040939955459,0.950355696518309,0.5372473097938002,0.4145502263327705,0.1542078616014497
STORY_0031,monster_vs_hero,"Hulk Hogan, CM Punk",2,8,0.91,0.8626982468082725,0.6977853335940785,0.0222222222222222,0.7225649617542172,0.91,2208945,2022,0.7403999720420672,0.91,0.91,0.9863654208172083,0.8009122888090279,0.4,0.2222222222222222,0.17777777777777778,0.8626982468082725,0.73,0.7472719408863192,0.9489680714890998,0.6977853335940785,0.6755622142916599,0.6407115607792693,0.6866737739428692,0.6633507242476049,0.6714936468001635,0.16852255872087826
STORY_0032,faction_warfare,"Roman Reigns, Shawn Michaels, Bret Hart",3,4,0.8633333333333333,0.542154670359739,0.7130618358111064,0.0111111111111111,0.625151034752156,0.8633333333333333,2808660,2023,0.6982606191326646,0.8633333333333333,0.8633333333333333,0.9447777160326825,0.8373808507754501,0.6,0.1111111111111111,0.08888888888888889,0.542154670359739,0.78,0.51000499853114,0.5963701373957129,0.7130618358111064,0.6478760364284261,0.7174495786249138,0.6804689361197662,0.726782001534862,0.7141014913646211,0.37095907709342646
STORY_0033,david_vs_goliath,"Roman Reigns, Sasha Banks",2,16,0.875,0.9053279990930247,0.7707106245221464,0.0444444444444444,0.7371407913443523,0.875,2885901,2016,0.728752667530565,0.875,0.875,0.8954332107690675,0.8134229765230017,0.4,0.4444444444444444,0.35555555555555557,0.9053279990930247,0.88,0.8070463900882884,0.9958607990023273,0.7707106245221464,0.7370990507443687,0.7238932444121351,0.7539048376332576,0.3284505981948577,0.4754311014501521,0.18298648026714884
STORY_0034,underdog_rise,"CM Punk, The Undertaker",2,24,0.93,1.0,0.7285994161389738,0.0666666666666666,0.7777198832277947,0.93,4432402,2017,0.8024242245734725,0.93,0.93,0.9712858730347761,0.883322538068483,0.4,0.6666666666666666,0.5333333333333333,1.0,0.85,0.9819307245761426,1.0,0.7285994161389738,0.7987839529647976,0.6612445820145444,0.7636916845518857,0.5450871851004109,0.584293320087883,0.44385549475240393
STORY_0035,legacy_fulfillment,"The Undertaker, Sasha Banks, The Rock",3,4,0.93,0.9129966708090654,0.8849155302574186,0.0111111111111111,0.7788989404204169,0.93,3489808,2018,0.7568268606919134,0.93,0.93,0.9534750437597698,0.8055039276649274,0.6,0.1111111111111111,0.08888888888888889,0.9129966708090654,0.86,0.799123136493047,1.0,0.8849155302574186,0.87700385218494,0.7754988003052259,0.8809596912211793,0.31129277922325665,0.695348017294954,0.48822704787367643
STORY_0036,faction_warfare,"Seth Rollins, CM Punk",2,12,0.88,0.84916213580774,0.8210351049487132,0.0333333333333333,0.7334975549416777,0.88,2894868,2019,0.7573590513263093,0.88,0.88,0.809891997775082,0.8398612371830212,0.4,0.3333333333333333,0.26666666666666666,0.84916213580774,0.78,0.801838817666864,0.9340783493885141,0.8210351049487132,0.853589270346178,0.7353087125719958,0.8373121876474456,0.4682606040808268,0.8342975032104998,0.15269310970439545
STORY_0037,underdog_rise,"Roman Reigns, Daniel Bryan, Cody Rhodes, Becky Lynch, Shawn Michaels",5,16,0.9,0.9119743387862068,0.7916193219789487,0.0444444444444444,0.7529841157590081,0.9,4618866,2020,0.7372367929763364,0.9,0.9,0.83848191856354,0.8331814886973136,1.0,0.4444444444444444,0.35555555555555557,0.9119743387862068,0.85,0.8808321300978705,1.0,0.7916193219789487,0.8593064077766429,0.7124486382943426,0.8254628648777957,0.32679158012829645,0.42256089221661275,0.526116991383778
STORY_0038,authority_figure,"John Cena, Roman Reigns",2,12,0.865,0.6351982816261574,0.6971647468429717,0.0333333333333333,0.6492325197751337,0.865,3306668,2021,0.6623042667296806,0.865,0.865,0.7951534856758168,0.8223941994639921,0.4,0.3333333333333333,0.26666666666666666,0.6351982816261574,0.65,0.6013129639382218,0.6987181097887732,0.6971647468429717,0.6383436339913803,0.6811313341434219,0.667754190417176,0.4741061843755276,0.42515830892147377,0.4377402558561292
STORY_0039,revenge,"Shawn Michaels, The Rock",2,8,0.935,0.8715485827353642,0.8470827660003071,0.0222222222222222,0.7646370322172358,0.935,3892041,2022,0.803219741388839,0.935,0.935,0.9576610655287761,0.8459262088026498,0.4,0.2222222222222222,0.17777777777777778,0.8715485827353642,0.75,0.8627605044592213,0.9587034410089007,0.8470827660003071,0.8634843016165549,0.7229030947333324,0.855283533808431,0.6961937222189694,0.8869214296398844,0.25903051466524407
STORY_0040,redemption_arc,"Seth Rollins, Shawn Michaels",2,8,0.865,0.9293156700044078,0.7014363822901876,0.0222222222222222,0.7219495272924727,0.865,3515267,2023,0.7499281918253851,0.865,0.865,0.923846349221644,0.7932303846710658,0.4,0.2222222222222222,0.17777777777777778,0.9293156700044078,0.9,0.8751982791247461,1.0,0.7014363822901876,0.6939259783331921,0.6576350986047939,0.6976811803116898,0.5662161064711917,0.8819400442728808,0.1533659203457736
STORY_0041,championship_chase,"CM Punk, Kenny Omega",2,4,0.89,0.857892990489512,0.8427711510908314,0.0111111111111111,0.740694144507211,0.89,3196820,2016,0.7261143936415734,0.89,0.89,0.8306071856665195,0.8799452845743748,0.4,0.1111111111111111,0.08888888888888889,0.857892990489512,0.82,0.7560009086341929,0.9436822895384632,0.8427711510908314,0.824217596632813,0.7700684039481431,0.8334943738618222,0.48282923210730205,0.5022987433393434,0.5720386677810262
STORY_0042,championship_chase,"The Rock, The Undertaker",2,24,0.96,0.8932195564574733,0.9382868061637102,0.0666666666666666,0.8049622503471103,0.96,3097091,2017,0.8399032469247301,0.96,0.96,0.951972970658632,0.841191574899548,0.4,0.6666666666666666,0.5333333333333333,0.8932195564574733,0.82,0.8111917218086184,0.9825415121032207,0.9382868061637102,1.0259804362127907,0.800552400329695,0.9821336211882504,0.35978457541252334,0.8628912467412562,0.5180581770705852
STORY_0043,redemption_arc,"Roman Reigns, Becky Lynch, Seth Rollins, Stone Cold Steve Austin",4,8,0.895,0.8658938929515929,0.7774778731322939,0.0222222222222222,0.7333023811976903,0.895,3090366,2018,0.7513461146827285,0.895,0.895,0.8865230065759895,0.8278050905706147,0.8,0.2222222222222222,0.17777777777777778,0.8658938929515929,0.9,0.8376516059040592,0.9524832822467523,0.7774778731322939,0.820148788805489,0.6891829298423401,0.7988133309688914,0.473814086988488,0.7549236128626005,0.4611557692253466
STORY_0044,authority_figure,"Roman Reigns, Cody Rhodes, Bret Hart",3,16,0.8633333333333333,0.8825000574405262,0.7550041122894547,0.0444444444444444,0.7236258368180225,0.8633333333333333,2971166,2019,0.7655290133736986,0.8633333333333333,0.8633333333333333,0.782433337266198,0.8345575620772212,0.6,0.4444444444444444,0.35555555555555557,0.8825000574405262,0.65,0.8515345600304225,0.9707500631845789,0.7550041122894547,0.7602000808719576,0.7573400304805333,0.7576020965807062,0.7766825400444837,0.803886190695999,0.3024481046423859
STORY_0045,david_vs_goliath,"Roman Reigns, CM Punk, Bret Hart, Stone Cold Steve Austin, Kenny Omega",5,4,0.8860000000000001,0.7678454770661929,0.7663282586172446,0.0111111111111111,0.701293687656664,0.8860000000000001,3370590,2020,0.7363778288122796,0.8860000000000001,0.8860000000000001,0.9511036816595999,0.8686596331173843,1.0,0.1111111111111111,0.08888888888888889,0.7678454770661929,0.88,0.6937515103364832,0.8446300247728122,0.7663282586172446,0.7546905362686838,0.7834502129962023,0.7605093974429642,0.6991749968925288,0.5827627348820135,0.11945155545554473
STORY_0046,faction_warfare,"Seth Rollins, Sasha Banks",2,16,0.855,0.731489321926674,0.8323637152963378,0.0444444444444444,0.6980117402076028,0.855,2941403,2021,0.729165540899056,0.855,0.855,0.8405137586753756,0.8442539376833559,0.4,0.4444444444444444,0.35555555555555557,0.731489321926674,0.78,0.6899410615289916,0.8046382541193415,0.8323637152963378,0.831231755763521,0.7098241402982395,0.8317977355299294,0.5538861543085862,0.44597380190391883,0.5333216783046539
STORY_0047,legacy_fulfillment,"Becky Lynch, Hulk Hogan",2,8,0.905,0.7009109889824113,0.7292138372151946,0.0222222222222222,0.6864038480219751,0.905,3590386,2022,0.7314827346671647,0.905,0.905,0.9340931460746309,0.8897024396086141,0.4,0.2222222222222222,0.17777777777777778,0.7009109889824113,0.86,0.6479694701069686,0.7710020878806525,0.7292138372151946,0.7874522167577112,0.6454151684564571,0.7583330269864529,0.718117980715886,0.4795502378110674,0.5930491499878278
STORY_0048,underdog_rise,"The Undertaker, Seth Rollins, Sasha Banks",3,8,0.8833333333333333,0.9509056791624688,0.7808465257717405,0.0222222222222222,0.750562391611632,0.8833333333333333,2297860,2023,0.765164914208741,0.8833333333333333,0.8833333333333333,0.9624093955930049,0.7842983250908729,0.6,0.2222222222222222,0.17777777777777778,0.9509056791624688,0.85,0.8407301422803313,1.0,0.7808465257717405,0.8328491808752548,0.7564418865356061,0.8068478533234977,0.48852998420138016,0.8543889022290201,0.4368993764109953
STORY_0049,david_vs_goliath,"Cody Rhodes, John Cena, The Rock",3,12,0.9066666666666666,1.0,0.8862543433916639,0.0333333333333333,0.7949175353449994,0.9066666666666666,4353101,2016,0.7834460315586385,0.9066666666666666,0.9066666666666666,0.9395847246551762,0.7769962082516239,0.6,0.3333333333333333,0.26666666666666666,1.0,0.88,0.9100905445175677,1.0,0.8862543433916639,0.8034242213330242,0.8987139325230544,0.8448392823623441,0.7356463979924097,0.4450226723162421,0.4747340302614538
STORY_0050,faction_warfare,"Cody Rhodes, Sasha Banks, Daniel Bryan, Roman Reigns",4,12,0.8925,0.5389817484819943,0.7077211135918264,0.0333333333333333,0.6382896598388639,0.8925,2788670,2017,0.7261083134795152,0.8925,0.8925,0.8140542976587909,0.8521280242802741,0.8,0.3333333333333333,0.26666666666666666,0.5389817484819943,0.78,0.5208813036325437,0.5928799233301938,0.7077211135918264,0.7555574946040128,0.7069415950917863,0.7316393040979197,0.7589466858778304,0.8298467977327046,0.3605466572601982
STORY_0051,monster_vs_hero,"Becky Lynch, Stone Cold Steve Austin, Cody Rhodes",3,4,0.9166666666666666,0.8268079501983904,0.8781199063461065,0.0111111111111111,0.7506593021521523,0.9166666666666666,3358882,2018,0.7552030310028739,0.9166666666666666,0.9166666666666666,0.92710155802165,0.7838655057720191,0.6,0.1111111111111111,0.08888888888888889,0.8268079501983904,0.73,0.8103697478101789,0.9094887452182295,0.8781199063461065,0.8140323735611019,0.7581556823709032,0.8460761399536042,0.49631887120758766,0.7915412107965318,0.38163667625453856
STORY_0052,faction_warfare,"Seth Rollins, John Cena",2,12,0.845,0.8906872074526139,0.7442812552073129,0.0333333333333333,0.7145280529046161,0.845,2747008,2019,0.7161025380828181,0.845,0.845,0.7628671117889884,0.7928689291535357,0.4,0.3333333333333333,0.26666666666666666,0.8906872074526139,0.78,0.8054392549270759,0.9797559281978754,0.7442812552073129,0.7484764496957167,0.7220045411972293,0.7463788524515148,0.45308467808424985,0.6962575473738508,0.5480559340817288
STORY_0053,authority_figure,"Cody Rhodes, Becky Lynch",2,8,0.9,0.4188742986169614,0.8674753372632585,0.0222222222222222,0.6415469754402254,0.9,3017221,2020,0.7077697828107318,0.9,0.9,0.8278841214291985,0.8804742536244128,0.4,0.2222222222222222,0.17777777777777778,0.4188742986169614,0.65,0.3807201060139726,0.4607617284786576,0.8674753372632585,0.9315985614837559,0.820079034135299,0.8995369493735073,0.753749408052488,0.4571383769116024,0.571647072702038
STORY_0054,legacy_fulfillment,"Daniel Bryan, Cody Rhodes, Bret Hart, The Rock",4,4,0.905,0.8336245449469208,0.8051314773176785,0.0111111111111111,0.7330990983669328,0.905,3459384,2021,0.725852143561119,0.905,0.905,0.9216496399011275,0.8615223970588003,0.8,0.1111111111111111,0.08888888888888889,0.8336245449469208,0.86,0.709533815331902,0.916986999441613,0.8051314773176785,0.7930549001108618,0.78198031812052,0.7990931887142702,0.4502867900045317,0.519288321775817,0.4592353774285374
STORY_0055,betrayal,"Bret Hart, The Rock",2,8,0.8999999999999999,0.8005322609139492,0.57322412497667,0.0222222222222222,0.6781112235571546,0.8999999999999999,3896749,2022,0.6697494739042822,0.8999999999999999,0.8999999999999999,0.8442092444029802,0.7762045101028611,0.4,0.2222222222222222,0.17777777777777778,0.8005322609139492,0.8,0.7135076173985857,0.8805854870053442,0.57322412497667,0.6098814373341197,0.6003029238880331,0.5915527811553949,0.39942281293606813,0.5826329052411774,0.18379065964429867
